地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选
丰台-大红门-翠源居,东南,整租,2室1厅1卫,中楼层（18层）,77.00㎡,5800,链家,"官方核验,集中供暖,随时看房",0
海淀-西三旗-雪梨澳乡A区,南北,整租,8室2厅2卫,低楼层（2层）,336.00㎡,50000,链家,"官方核验,精装,双卫生间,随时看房",0
顺义-后沙峪-蓝星花园,东,整租,1室0厅1卫,中楼层（11层）,60.00㎡,3600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
东城-广渠门-绿景馨园,南北,整租,3室1厅1卫,高楼层（6层）,67.43㎡,8000,链家,"官方核验,近地铁,精装",0
朝阳-酒仙桥-梵谷水郡,北,合租,4居室,中楼层（9层）,12.86㎡,2490,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0
丰台-七里庄-庄维花园,西,合租,3居室,低楼层（14层）,9.00㎡,2460,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
西城-宣武门-富卓花园,东南,整租,3室1厅2卫,低楼层（21层）,135.68㎡,25000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
西城-广安门-车站西街15号院,南,整租,1室1厅1卫,高楼层（6层）,40.27㎡,4930,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-亚运村小营-盛和家园,北,整租,1室1厅1卫,中楼层（24层）,69.52㎡,8060,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
东城-永定门-西革新里110号院,南北,整租,2室1厅1卫,低楼层（6层）,60.29㎡,5500,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-二里庄-二里庄小区,南西,整租,2室1厅1卫,中楼层（18层）,65.15㎡,7800,链家,"官方核验,近地铁,精装,集中供暖",0
大兴-高米店-天恒世界集,东南,整租,4房间1卫,中楼层（13层）,98.00㎡,5400,链家,"官方核验,精装,集中供暖",0
朝阳-望京-世安家园,南,整租,2室1厅1卫,高楼层（6层）,66.33㎡,7760,自如,"公寓,精装,押一付一,随时看房",1
门头沟-滨河西区-迎晖北苑,南,整租,1室1厅1卫,低楼层（25层）,61.00㎡,4090,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
东城-广渠门-幸福南里,南北,整租,2室1厅1卫,高楼层（6层）,55.00㎡,6000,链家,"官方核验,集中供暖",0
顺义-顺义城-滨河小区,南北,整租,2室1厅1卫,中楼层（6层）,76.50㎡,3200,链家,"官方核验,精装,集中供暖",0
丰台-大红门-珠江骏景北区,北,整租,1室2厅2卫,高楼层（24层）,62.00㎡,4800,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0
大兴-高米店-康盛园,南北,整租,3室2厅1卫,高楼层（5层）,93.00㎡,4800,链家,"官方核验,集中供暖,随时看房",0
丰台-万源-东高地,南北,整租,2室1厅1卫,中楼层（6层）,58.00㎡,4200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
房山-长阳-金地朗悦沁园,南北,整租,3室1厅1卫,低楼层（6层）,94.72㎡,4600,链家,"官方核验,精装,集中供暖,随时看房",0
东城-东直门-东方银座,北,整租,1室1厅1卫,低楼层（26层）,90.07㎡,9800,链家,"官方核验,集中供暖,随时看房",0
大兴-旧宫-中冶德贤公馆,南北,整租,3室1厅2卫,高楼层（17层）,137.00㎡,11000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
西城-木樨地-白云观,南北,整租,3室1厅1卫,中楼层（5层）,56.40㎡,9200,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-CBD-丽晶苑,北,整租,2室2厅2卫,高楼层（22层）,150.57㎡,17000,链家,"官方核验,精装,集中供暖,双卫生间",0
西城-陶然亭-畅柳园,南,整租,2室1厅1卫,低楼层（14层）,66.07㎡,7790,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
西城-广安门-丽水莲花,南北,整租,2室1厅1卫,高楼层（21层）,105.99㎡,13200,链家,"官方核验,近地铁,精装,集中供暖",0
顺义-顺义城-滨河小区,南北,整租,1室1厅1卫,中楼层（5层）,61.24㎡,2200,链家,"官方核验,集中供暖,随时看房",0
大兴-义和庄-佟馨家园A区,南,整租,2室1厅1卫,中楼层（13层）,87.00㎡,4230,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
西城-车公庄-朝阳庵,东北,整租,1室1厅1卫,高楼层（4层）,25.00㎡,6490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-安贞-安贞里,东,合租,3居室,高楼层（6层）,11.20㎡,3191,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
海淀-四季青-美丽西园,南北,整租,2室1厅1卫,中楼层（6层）,67.90㎡,7200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
顺义-顺义城-东兴一区,北,合租,4居室,高楼层（6层）,11.40㎡,1530,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
西城-新街口-如意里,东,整租,2室1厅1卫,低楼层（6层）,60.10㎡,8250,链家,"官方核验,近地铁,集中供暖,随时看房",0
海淀-四季青-水云居,北,整租,1室0厅1卫,低楼层（14层）,35.00㎡,5200,链家,"官方核验,近地铁,集中供暖,随时看房",0
通州-万达-鼎晟国际,北,整租,1室1厅1卫,低楼层（24层）,50.91㎡,4360,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-东坝-金泰丽富嘉园,南北,整租,1室1厅1卫,低楼层（16层）,79.07㎡,4800,链家,"官方核验,精装,集中供暖",0
亦庄开发区-亦庄河西区-枫丹壹号二期,南北,整租,4室2厅3卫,中楼层（4层）,218.00㎡,36000,链家,"官方核验,精装,集中供暖",0
朝阳-亚运村-九台2000家园,东南,整租,2室1厅1卫,低楼层（26层）,135.28㎡,12000,链家,"官方核验,近地铁,精装",0
海淀-五道口-蓝旗营,南北,整租,4室2厅2卫,低楼层（6层）,148.00㎡,28000,链家,"官方核验,精装,集中供暖,双卫生间",0
海淀-学院路-学知园,东南,整租,4室2厅3卫,高楼层（18层）,259.70㎡,31000,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-中央别墅区-康营家园二十三区,南,整租,2室1厅1卫,低楼层（11层）,86.00㎡,7129,自如,"公寓,精装,押一付一",1
通州-北关-富河园,南,合租,4居室,高楼层（7层）,16.20㎡,2030,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-亚运村小营-凯旋城,南北,整租,4室2厅2卫,高楼层（23层）,197.21㎡,19800,链家,"官方核验,近地铁,集中供暖,双卫生间",0
顺义-中央别墅区-水木兰亭,南北,整租,4室2厅3卫,中楼层（5层）,210.00㎡,15000,链家,"官方核验,精装",0
大兴-天宫院-绿地大兴启航国际,北,整租,3房间0卫,高楼层（14层）,118.39㎡,7300,链家,"官方核验,近地铁,集中供暖,随时看房",0
昌平-昌平其它-龙脉温泉,东南西北,整租,4室2厅3卫,低楼层（3层）,410.00㎡,28000,链家,"官方核验,精装",0
朝阳-潘家园-华威西里,北,整租,2室1厅1卫,中楼层（22层）,58.62㎡,6730,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
通州-果园-巴克寓所,南北,整租,2室1厅1卫,高楼层（7层）,79.41㎡,4000,链家,"官方核验,集中供暖,随时看房",0
亦庄开发区-亦庄-贵园南里丁区,南北,整租,2室1厅1卫,高楼层（6层）,89.00㎡,4500,链家,"官方核验,集中供暖",0
通州-临河里-海棠湾一期,南,整租,2室1厅1卫,中楼层（17层）,89.00㎡,4500,链家,"官方核验,集中供暖,随时看房",0
西城-阜成门-侨办大院,西南,整租,2室1厅1卫,低楼层（17层）,71.90㎡,13950,链家,"官方核验,近地铁,精装,集中供暖",0
顺义-后沙峪-裕祥花园,南北,整租,3室1厅1卫,中楼层（5层）,99.14㎡,4500,链家,"官方核验,精装,集中供暖,随时看房",0
亦庄开发区-亦庄河西区-观海苑,南,整租,2室1厅1卫,低楼层（27层）,92.00㎡,5100,链家,"官方核验,精装,集中供暖,随时看房",0
丰台-科技园区-新城市经典,北,合租,4居室,高楼层（18层）,18.50㎡,2430,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-双井-时代国际嘉园,南,整租,1室1厅1卫,低楼层（21层）,73.33㎡,8500,链家,"官方核验,精装,集中供暖,随时看房",0
亦庄开发区-亦庄-北京经开芯中心,南,整租,3房间1卫,低楼层（19层）,105.35㎡,5500,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-西直门-交大东路4号院,东,整租,2室1厅1卫,中楼层（16层）,72.82㎡,7630,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
顺义-后沙峪-水青庭,南北,整租,4室2厅4卫,中楼层（4层）,301.00㎡,25000,链家,"官方核验,精装,集中供暖",0
西城-金融街-宣武门西大街北区,东西北,整租,2室1厅1卫,低楼层（16层）,66.20㎡,12600,链家,"官方核验,精装,集中供暖",0
朝阳-国展-MASTER领域,东北,整租,1室1厅1卫,中楼层（20层）,94.21㎡,9200,链家,"官方核验,近地铁,精装,随时看房",0
朝阳-双井-富力城A区,南,整租,2室1厅2卫,低楼层（26层）,99.32㎡,13000,链家,"官方核验,精装,集中供暖,双卫生间",0
通州-马驹桥-米拉小镇,西,整租,1室0厅1卫,低楼层（18层）,43.08㎡,3400,链家,"官方核验,集中供暖",0
丰台-右安门外-玉林里小区,南,整租,2室1厅1卫,高楼层（20层）,66.30㎡,6169,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
海淀-世纪城-春荫园,南北,整租,3室2厅2卫,低楼层（13层）,161.64㎡,27000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
海淀-甘家口-阜南小区,南,整租,2室1厅1卫,中楼层（5层）,48.66㎡,7460,自如,"公寓,精装,押一付一,随时看房",0
密云-溪翁庄镇-远大美域,南北,整租,4室2厅3卫,低楼层（4层）,244.77㎡,10000,链家,"官方核验,精装,随时看房",0
海淀-清河-清缘东里,东南,整租,3室1厅1卫,中楼层（19层）,104.42㎡,9300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
西城-马甸-华采嘉园,南北,整租,2室1厅2卫,低楼层（10层）,130.60㎡,21500,链家,"官方核验,精装,集中供暖,双卫生间",0
昌平-回龙观-龙跃苑一区,南北,整租,2室1厅1卫,低楼层（6层）,88.00㎡,5900,链家,"官方核验,业主自荐,近地铁,精装,随时看房",0
大兴-旧宫-富力盛悦居,南北,整租,3室2厅2卫,高楼层（9层）,98.00㎡,8800,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
朝阳-望京-花家地小区,南北,整租,2室1厅1卫,中楼层（6层）,55.00㎡,4900,链家,"官方核验,精装,集中供暖",0
海淀-苏州桥-海淀南路,北,合租,3居室,低楼层（16层）,9.50㎡,3690,自如,"公寓,近地铁,精装,集中供暖,押一付一",1
海淀-定慧寺-定慧西里,南北,整租,2室1厅1卫,高楼层（6层）,59.30㎡,6800,链家,"官方核验,精装,集中供暖,随时看房",0
海淀-万柳-怡秀园小区,东南北,整租,3室1厅2卫,高楼层（10层）,145.28㎡,19000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
西城-马甸-裕中西里,南北,整租,2室1厅1卫,中楼层（20层）,65.50㎡,8500,链家,"官方核验,近地铁,集中供暖",0
东城-前门-前门东大街,南北,整租,2室1厅1卫,中楼层（16层）,51.00㎡,8500,链家,"官方核验,近地铁,精装,集中供暖",0
通州-通州北苑-新华联锦园,南北,整租,2室1厅2卫,高楼层（6层）,76.93㎡,4000,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0
东城-工体-工体北里,南,合租,3居室,高楼层（6层）,12.10㎡,3290,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
朝阳-团结湖-白家庄东里,南,合租,3居室,中楼层（4层）,12.70㎡,3160,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
石景山-八角-八角北路,南,合租,2居室,高楼层（6层）,10.00㎡,2330,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-常营-优点社区,南北,整租,1室1厅1卫,低楼层（6层）,53.30㎡,4300,链家,"官方核验,精装,随时看房",0
朝阳-劲松-农光里,南,整租,1室1厅1卫,高楼层（6层）,43.58㎡,5300,链家,"官方核验,近地铁,精装,集中供暖",0
昌平-天通苑-天通苑北三区,北,合租,3居室,高楼层（7层）,13.00㎡,2030,自如,"公寓,精装,集中供暖,押一付一",1
顺义-后沙峪-IDCITY艾迪城,南北,整租,5房间2卫,低楼层（9层）,84.99㎡,8500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
丰台-青塔-博龙家园,南,整租,1室1厅1卫,高楼层（19层）,54.72㎡,5530,自如,"公寓,月租,精装,集中供暖,押一付一",1
朝阳-定福庄-定福庄北里2号院,南,整租,1室1厅1卫,中楼层（6层）,40.00㎡,3700,链家,"官方核验,精装,集中供暖",0
西城-新街口-新街口西里一区,南,合租,4居室,高楼层（6层）,18.40㎡,4590,自如,"公寓,独立卫生间,近地铁,精装,押一付一,随时看房",1
朝阳-亚运村-紫玉山庄,南北,整租,7室4厅7卫,低楼层（3层）,298.70㎡,125000,链家,"官方核验,近地铁,精装",0
通州-临河里-高楼金地,北,整租,1室1厅1卫,高楼层（26层）,31.88㎡,3490,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
怀柔-怀柔-顶秀美泉小镇A区,南北,整租,2室2厅1卫,中楼层（4层）,89.54㎡,3800,链家,"官方核验,精装,集中供暖",0
亦庄开发区-亦庄-北京经开壹中心,南北,整租,3室2厅1卫,中楼层（11层）,82.98㎡,6500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-酒仙桥-高家园一区,南北,整租,2室1厅1卫,中楼层（6层）,64.95㎡,6400,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-北苑-华贸城,东,整租,2室1厅2卫,低楼层（16层）,52.00㎡,6600,链家,"官方核验,近地铁,双卫生间",0
朝阳-惠新西街-惠新里小区,北,合租,3居室,中楼层（6层）,9.70㎡,2930,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
朝阳-望京-方舟苑一期,西,整租,2室1厅1卫,高楼层（22层）,88.88㎡,7886,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
昌平-霍营-紫金新干线二期,南,整租,2室1厅1卫,中楼层（10层）,86.28㎡,5400,链家,"官方核验,精装,集中供暖,随时看房",0
石景山-八角-八角北路,南,整租,2室1厅1卫,中楼层（6层）,50.39㎡,4100,链家,"官方核验,近地铁,集中供暖",0
顺义-顺义其它-东方太阳城,南北,整租,3室2厅2卫,高楼层（6层）,151.01㎡,6500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-北工大-平乐园小区,北,合租,2居室,高楼层（6层）,8.10㎡,2460,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1
朝阳-和平里-和平街十四区,东,整租,1室1厅1卫,高楼层（18层）,50.68㎡,7290,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-东坝-利锦府,西,整租,1室1厅1卫,低楼层（19层）,62.00㎡,4800,链家,官方核验,0
海淀-清河-莱圳家园,南北,整租,3室1厅1卫,低楼层（19层）,97.86㎡,7600,链家,"官方核验,近地铁,集中供暖,随时看房",0
通州-武夷花园-京贸国际城,西北,整租,2室1厅1卫,中楼层（35层）,93.09㎡,5500,链家,"官方核验,精装,集中供暖,随时看房",0
东城-崇文门-国瑞城西区,东南北,整租,4室1厅2卫,中楼层（16层）,251.13㎡,35000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-百子湾-石门新居35号院,东,整租,2室1厅1卫,高楼层（28层）,80.00㎡,7400,链家,"官方核验,精装",0
丰台-木樨园-定安西里,东,整租,2室1厅1卫,低楼层（6层）,56.53㎡,5790,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-常营-北京像素南区,北,整租,3房间1卫,中楼层（16层）,56.00㎡,5500,链家,"官方核验,精装,集中供暖",0
丰台-太平桥-太平桥小区,东西北,整租,3室1厅1卫,低楼层（24层）,78.08㎡,7500,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-奥林匹克公园-澳林春天五期,东南,整租,3室2厅2卫,低楼层（24层）,132.76㎡,11200,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
丰台-大红门-鑫宝苑,南东北,整租,3室2厅2卫,高楼层（14层）,140.00㎡,9500,链家,"官方核验,双卫生间",0
大兴-南中轴机场商务区-金色漫香郡北区,南,整租,2室1厅1卫,低楼层（6层）,92.63㎡,4000,链家,"官方核验,集中供暖",0
海淀-田村-西山国际城,西,整租,1室1厅1卫,高楼层（6层）,28.12㎡,5660,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
顺义-后沙峪-江山赋,南北,整租,2室1厅1卫,中楼层（10层）,97.00㎡,6500,链家,"官方核验,月租,随时看房",0
通州-武夷花园-运河湾南区,南,整租,3室2厅2卫,低楼层（28层）,106.00㎡,5800,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
